energy_joules,energy_all_on_joules,savings_fraction,avg_pa_dc_w,avg_bbu_w,avg_cooling_w,avg_site_w,per_pci_tx_power_w,pa_efficiency,bbu_overhead_w,cooling_fraction
65764381.918672755,235585544.40726608,0.7208471254714031,648.9913544668588,50.0,69.89913544668588,768.8904899135448,20.0,0.35,50.0,0.1
